,Specialty,State,METHADONE.HCL,OXYCODONE.ACETAMINOPHEN,HYDROCODONE.ACETAMINOPHEN,ACETAMINOPHEN.CODEINE,FENTANYL,TRAMADOL.HCL,MORPHINE.SULFATE.ER,OXYCODONE.HCL,MORPHINE.SULFATE,OXYCONTIN,HYDROMORPHONE.HCL
8220,Physician Assistant,AZ,0,0,0,0,0,0,0,17,0,0,0
8221,Rheumatology,OH,0,0,67,0,0,64,0,0,0,0,0
8222,Physician Assistant,IA,0,0,312,20,65,57,0,27,0,0,0
8223,Optometry,VA,0,0,0,0,0,0,0,0,0,0,0
8224,Ophthalmology,RI,0,0,0,0,0,0,0,0,0,0,0
8225,Obstetrics/Gynecology,NC,0,15,0,0,0,0,0,0,0,0,0
8226,Obstetrics/Gynecology,FL,0,0,0,0,0,0,0,0,0,0,0
8227,Family Practice,MN,0,13,30,0,0,41,0,0,0,0,0
8228,Otolaryngology,NC,0,0,11,0,0,0,0,0,0,0,0
8229,Internal Medicine,MO,0,22,19,0,0,0,0,0,0,0,0
8230,Internal Medicine,PR,0,0,0,0,0,116,0,0,0,0,0
8231,Neurology,IL,0,0,0,11,0,35,0,0,0,0,0
8232,Internal Medicine,IL,0,0,19,0,23,64,0,0,0,0,11
8233,Gastroenterology,CT,0,0,0,0,0,0,0,0,0,0,0
8234,Optometry,TX,0,0,0,0,0,0,0,0,0,0,0
8235,Optometry,MI,0,0,0,0,0,0,0,0,0,0,0
8236,Family Practice,MI,0,46,435,17,83,62,32,12,15,0,0
8237,Orthopedic Surgery,IL,0,0,24,0,0,19,0,0,0,0,0
8238,Orthopedic Surgery,OK,0,66,57,0,0,0,0,0,0,0,0
8239,Family Practice,NC,0,25,150,0,0,46,0,0,0,0,0
8240,Family Practice,CA,0,0,123,0,0,62,22,0,0,0,0
8241,Hematology/Oncology,CA,0,0,17,0,14,0,14,17,0,0,0
8242,Nurse Practitioner,WV,0,0,0,0,0,0,0,0,0,0,0
8243,Orthopedic Surgery,MD,0,13,58,63,0,24,0,0,0,0,0
8244,Urology,MD,0,0,14,0,0,0,0,0,0,0,0
8245,Neurology,DE,0,0,0,0,0,0,0,16,0,0,0
8246,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
8247,Nurse Practitioner,NY,63,109,106,0,89,27,68,167,0,90,130
8248,Ophthalmology,IN,0,0,0,0,0,0,0,0,0,0,0
8249,Internal Medicine,SC,0,11,136,0,0,95,0,0,0,0,0
8250,Emergency Medicine,KY,0,60,75,0,0,0,0,0,0,0,0
8251,Family Practice,FL,0,16,89,0,0,30,0,0,0,0,0
8252,Family Practice,MI,79,22,342,0,0,179,26,0,0,0,0
8253,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8254,General Practice,CA,0,0,178,86,0,28,0,0,0,0,0
8255,Internal Medicine,TX,0,0,100,0,0,99,0,0,0,0,0
8256,Family Practice,FL,0,0,0,12,0,17,0,0,0,0,0
8257,General Practice,FL,0,0,0,0,0,0,0,0,0,0,0
8258,Nurse Practitioner,NM,0,0,0,0,0,0,0,0,0,0,0
8259,Nurse Practitioner,WI,0,0,0,0,0,0,0,0,0,0,0
8260,Physical Medicine and Rehabilitation,AR,155,141,482,0,157,87,169,630,30,129,78
8261,Nurse Practitioner,SC,0,0,0,0,0,0,0,0,0,0,0
8262,Cardiology,ND,0,0,0,0,0,0,0,0,0,0,0
8263,Nurse Practitioner,WA,0,0,0,0,0,0,0,0,0,0,0
8264,Nurse Practitioner,VA,0,0,0,0,0,0,0,0,0,0,0
8265,Family Practice,MI,0,0,245,33,33,91,0,0,0,0,0
8266,Rheumatology,CA,0,13,11,0,0,30,0,0,0,0,0
8267,Obstetrics/Gynecology,GA,0,0,0,0,0,0,0,0,0,0,0
8268,Nurse Practitioner,AZ,0,15,62,0,0,51,24,15,0,0,0
8269,Internal Medicine,VA,0,0,0,0,0,0,0,0,0,0,0
8270,Orthopedic Surgery,NY,0,19,154,53,0,0,0,0,0,0,0
8271,Psychiatry,AZ,0,0,0,0,0,0,0,0,0,0,0
8272,Orthopedic Surgery,MO,0,89,115,0,0,22,0,0,0,0,0
8273,Family Practice,OH,45,214,476,0,99,351,17,253,54,31,16
8274,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
8275,Family Practice,NJ,0,43,65,0,18,69,0,65,0,36,0
8276,Family Practice,AZ,0,13,14,0,0,14,11,0,0,0,0
8277,Psychiatry,NC,0,0,0,0,0,0,0,0,0,0,0
8278,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
8279,Nurse Practitioner,ME,0,0,0,0,14,25,0,11,0,0,0
8280,Internal Medicine,PA,0,0,0,0,0,0,0,0,0,0,0
8281,Podiatry,NY,0,0,0,0,0,0,0,0,0,0,0
8282,Emergency Medicine,MS,0,0,27,0,0,0,0,0,0,0,0
8283,Nurse Practitioner,ME,0,0,0,0,0,0,0,0,0,0,0
8284,Internal Medicine,NM,0,0,0,0,0,0,0,0,0,0,0
8285,Optometry,IL,0,0,0,0,0,0,0,0,0,0,0
8286,Cardiology,NC,0,0,0,0,0,0,0,0,0,0,0
8287,Internal Medicine,MA,19,81,17,0,0,35,0,15,0,0,0
8288,Family Practice,UT,0,0,0,0,0,0,0,0,0,0,0
8289,Dentist,MN,0,0,16,17,0,0,0,0,0,0,0
8290,Emergency Medicine,MD,0,18,19,0,0,21,0,0,0,0,0
8291,Family Practice,VA,0,0,18,0,0,92,0,0,0,0,0
8292,Urology,MI,0,0,0,0,0,0,0,0,0,0,0
8293,Allergy/Immunology,GA,0,0,0,0,0,0,0,0,0,0,0
8294,Psychiatry,AR,0,0,0,0,0,0,0,0,0,0,0
8295,Cardiology,IL,0,0,0,0,0,0,0,0,0,0,0
8296,Nurse Practitioner,PA,0,18,0,0,0,0,0,0,0,0,0
8297,Rheumatology,CA,11,33,130,0,0,158,14,0,0,0,0
8298,Family Practice,HI,0,0,0,0,0,0,0,0,0,0,0
8299,Nurse Practitioner,IL,0,0,0,0,0,0,0,0,0,0,0
8300,Hematology/Oncology,MI,0,0,22,0,0,0,0,0,0,0,14
8301,Internal Medicine,MI,0,0,424,27,0,29,0,21,0,0,0
8302,Nurse Practitioner,MI,0,0,0,0,0,0,0,0,0,0,0
8303,Physician Assistant,OH,0,48,34,0,0,20,0,0,0,0,0
8304,Physician Assistant,CA,0,0,157,213,0,184,0,0,0,0,0
8305,Dentist,AZ,0,0,11,0,0,0,0,0,0,0,0
8306,Obstetrics/Gynecology,NJ,0,0,0,0,0,0,0,0,0,0,0
8307,Ophthalmology,CA,0,0,0,0,0,0,0,0,0,0,0
8308,Nurse Practitioner,AZ,0,0,0,0,0,0,0,0,0,0,0
8309,Nurse Practitioner,IL,0,0,0,0,0,0,0,0,0,0,0
8310,Physical Medicine and Rehabilitation,CO,0,0,49,0,0,19,0,20,0,0,0
8311,Psychiatry,CA,0,0,0,0,0,0,0,0,0,0,0
8312,Nurse Practitioner,NJ,0,0,0,0,0,0,0,0,0,0,0
8313,Emergency Medicine,FL,0,18,13,13,0,0,0,0,0,0,0
8314,Family Practice,WA,17,19,173,34,0,62,66,18,19,0,0
8315,Dentist,MA,0,0,0,0,0,0,0,0,0,0,0
8316,Orthopedic Surgery,NJ,0,0,67,0,0,16,0,0,0,0,0
8317,Dentist,PA,0,0,11,0,0,0,0,0,0,0,0
8318,Family Practice,MI,0,0,29,13,0,0,0,0,0,0,0
8319,Orthopedic Surgery,OK,0,0,21,0,0,0,0,0,0,0,0
8320,Internal Medicine,GA,0,0,0,0,0,0,0,0,0,0,0
8321,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
8322,Infectious Disease,MS,0,0,44,0,23,11,13,0,12,0,0
8323,Nurse Practitioner,OR,0,0,22,0,0,0,0,0,0,0,0
8324,Obstetrics/Gynecology,NE,0,0,0,0,0,0,0,0,0,0,0
8325,Family Practice,WA,19,50,34,19,0,31,0,20,14,0,0
8326,Orthopedic Surgery,NE,0,0,50,0,0,0,0,0,0,0,0
8327,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
8328,Emergency Medicine,CA,0,0,26,0,0,0,0,0,0,0,0
8329,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
8330,Physician Assistant,IL,0,0,44,21,0,30,0,0,0,0,0
8331,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
8332,Hematology/Oncology,PR,0,11,0,0,0,67,20,0,0,0,0
8333,Physician Assistant,MI,0,0,0,0,0,0,0,0,0,0,0
8334,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
8335,Dentist,MN,0,0,14,0,0,0,0,0,0,0,0
8336,Orthopedic Surgery,MO,0,193,369,0,0,212,0,11,0,0,14
8337,Dentist,GA,0,0,12,0,0,0,0,0,0,0,0
8338,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
8339,Family Practice,WA,0,0,27,0,0,0,0,0,0,0,0
8340,Family Practice,CA,0,0,27,0,0,0,0,0,0,0,0
8341,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
8342,Family Practice,WI,0,0,61,0,16,53,0,0,0,0,0
8343,Dentist,TX,0,0,25,19,0,0,0,0,0,0,0
8344,Family Practice,GA,0,233,609,26,20,251,17,255,0,16,0
8345,Internal Medicine,AZ,0,16,0,15,0,27,0,0,0,0,0
8346,Internal Medicine,TX,0,0,0,0,0,0,0,0,0,0,0
8347,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8348,Emergency Medicine,CA,0,0,49,0,0,0,0,0,0,0,0
8349,Internal Medicine,TX,0,0,0,0,0,12,0,0,0,0,0
8350,Family Practice,VA,0,178,124,0,0,94,11,36,0,0,0
8351,Psychiatry,CA,0,0,0,0,0,0,0,0,0,0,0
8352,Family Practice,AR,0,0,15,0,0,13,0,0,0,0,0
8353,Emergency Medicine,IA,0,0,14,0,0,0,0,0,0,0,0
8354,Emergency Medicine,UT,0,0,19,0,0,0,0,0,0,0,0
8355,Physician Assistant,MI,0,0,0,0,0,0,0,0,0,0,0
8356,Dermatology,VA,0,0,0,0,0,0,0,0,0,0,0
8357,Family Practice,WA,0,21,19,0,0,26,0,0,0,0,0
8358,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
8359,Psychiatry,AR,0,0,0,0,0,0,0,0,0,0,0
8360,Urology,SC,0,0,18,11,0,0,0,0,0,0,0
8361,Podiatry,KY,0,0,0,0,0,0,0,0,0,0,0
8362,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
8363,Nurse Practitioner,LA,0,0,0,0,0,0,0,0,0,0,0
8364,Obstetrics/Gynecology,MS,0,0,0,0,0,0,0,0,0,0,0
8365,Student in an Organized Health Care Education/Training Program,CT,0,11,13,0,0,0,0,0,0,0,0
8366,Student in an Organized Health Care Education/Training Program,AL,0,0,0,0,0,0,0,0,0,0,0
8367,Pediatric Medicine,VA,0,0,0,0,0,0,0,0,0,0,0
8368,Student in an Organized Health Care Education/Training Program,NY,0,0,0,0,0,0,0,0,0,0,0
8369,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
8370,Nurse Practitioner,CA,0,0,30,0,13,0,28,25,0,0,21
8371,Nurse Practitioner,LA,0,0,0,0,0,0,0,0,0,0,0
8372,Family Practice,PA,0,0,0,0,0,0,0,0,0,0,0
8373,Student in an Organized Health Care Education/Training Program,MN,0,0,0,0,0,0,0,0,0,0,0
8374,Physician Assistant,TN,0,0,0,0,0,0,0,0,0,0,0
8375,Internal Medicine,NV,0,29,16,0,0,0,0,0,0,0,0
8376,Nurse Practitioner,ID,0,0,0,0,0,0,0,0,0,0,0
8377,Nurse Practitioner,NE,0,0,101,0,12,45,0,11,0,0,0
8378,Nurse Practitioner,MN,0,0,0,0,0,0,0,37,0,0,0
8379,Family Practice,SC,0,15,217,0,0,39,0,38,0,0,0
8380,Physical Medicine and Rehabilitation,AL,0,0,0,0,0,0,0,0,0,0,0
8381,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
8382,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
8383,Family Practice,MN,0,0,16,0,15,15,0,0,0,0,0
8384,Student in an Organized Health Care Education/Training Program,NV,0,0,0,0,0,0,0,0,0,0,0
8385,Nurse Practitioner,IA,0,0,0,0,0,0,0,0,0,0,0
8386,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
8387,Student in an Organized Health Care Education/Training Program,PA,0,0,0,0,0,0,0,0,0,0,0
8388,Nurse Practitioner,FL,0,0,0,0,0,0,0,0,0,0,0
8389,Physician Assistant,CA,0,0,35,0,0,0,0,0,0,0,12
8390,Nurse Practitioner,IL,0,0,0,0,0,0,0,0,0,0,0
8391,Student in an Organized Health Care Education/Training Program,AL,0,0,12,0,0,0,0,0,0,0,0
8392,Physician Assistant,WA,0,0,24,0,0,0,0,0,0,0,0
8393,Student in an Organized Health Care Education/Training Program,VT,0,0,0,0,0,0,0,0,0,0,0
8394,Student in an Organized Health Care Education/Training Program,OR,0,0,0,0,0,0,0,0,0,0,0
8395,Emergency Medicine,OK,0,0,0,0,0,0,0,0,0,0,0
8396,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
8397,Nurse Practitioner,AL,0,0,0,0,0,23,0,0,0,0,0
8398,Optometry,CA,0,0,0,0,0,0,0,0,0,0,0
8399,Student in an Organized Health Care Education/Training Program,OH,0,0,0,0,0,0,0,0,0,0,0
8400,Family Practice,MD,44,76,30,0,0,49,0,100,14,19,0
8401,Nephrology,HI,0,0,52,0,0,0,0,13,0,0,0
8402,Endocrinology,NY,0,0,0,0,0,0,0,0,0,0,0
8403,Dermatology,TN,0,0,0,0,0,0,0,0,0,0,0
8404,Endocrinology,TX,0,0,0,0,0,27,0,0,0,0,0
8405,Internal Medicine,NC,0,0,12,0,0,0,0,11,0,0,0
8406,Psychiatry,AZ,0,0,0,0,0,0,0,0,0,0,0
8407,Internal Medicine,NY,0,41,20,51,0,0,25,0,0,0,0
8408,Cardiology,IL,0,0,0,0,0,0,0,0,0,0,0
8409,Nephrology,KY,0,0,0,0,0,0,0,0,0,0,0
8410,Internal Medicine,NC,15,41,91,32,0,99,0,0,0,0,0
8411,Internal Medicine,FL,0,90,104,71,0,59,40,12,0,0,0
8412,Podiatry,PA,0,0,0,0,0,12,0,0,0,0,0
8413,Family Practice,MI,15,31,759,0,12,95,0,48,0,0,0
8414,Obstetrics/Gynecology,TN,0,0,0,0,0,0,0,0,0,0,0
8415,Family Practice,NM,0,0,21,0,0,0,0,0,0,0,0
8416,Emergency Medicine,OH,0,0,21,0,0,0,0,0,0,0,0
8417,Dermatology,NY,0,0,0,0,0,0,0,0,0,0,0
8418,Family Practice,IL,0,17,229,15,32,73,38,0,0,14,0
8419,Urology,TX,0,0,38,0,0,0,0,0,0,0,0
8420,Dentist,NY,0,0,73,0,0,0,0,0,0,0,0
8421,Physician Assistant,NC,0,30,94,0,0,52,0,0,0,0,0
8422,Family Practice,GA,0,14,207,0,0,198,0,0,0,0,0
8423,Family Practice,CA,0,0,101,0,19,39,20,0,0,0,0
8424,Family Practice,OK,0,0,0,0,0,0,0,0,0,0,0
8425,Hematology/Oncology,IL,0,0,0,0,0,0,13,0,0,0,0
8426,Oral Surgery (dentists only),IL,0,0,169,0,0,29,0,0,0,0,0
8427,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
8428,Neurology,MT,0,0,0,0,0,0,0,0,0,0,0
8429,Cardiology,NC,0,0,0,0,0,0,0,0,0,0,0
8430,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8431,Optometry,PA,0,0,0,0,0,0,0,0,0,0,0
8432,Internal Medicine,NJ,0,13,37,0,0,21,12,27,0,0,0
8433,Internal Medicine,OH,0,0,316,0,59,143,12,0,0,0,0
8434,Nurse Practitioner,FL,0,0,0,0,0,11,0,0,0,0,0
8435,Obstetrics/Gynecology,TX,0,0,0,0,0,0,0,0,0,0,0
8436,Cardiology,GA,0,0,0,0,0,0,0,0,0,0,0
8437,Family Practice,CO,0,0,62,0,0,18,0,19,0,13,0
8438,Internal Medicine,CA,0,0,35,0,0,17,0,0,0,0,0
8439,Optometry,CO,0,0,0,0,0,0,0,0,0,0,0
8440,Optometry,TN,0,0,0,0,0,0,0,0,0,0,0
8441,Dermatology,PA,0,0,0,0,0,0,0,0,0,0,0
8442,Family Practice,CT,0,52,80,0,19,33,41,16,0,0,0
8443,Otolaryngology,NJ,0,0,0,0,0,0,0,0,0,0,0
8444,Pediatric Medicine,FL,0,18,50,42,0,162,0,0,0,0,0
8445,Family Practice,SC,0,14,126,0,0,65,12,0,0,12,0
8446,Psychiatry,TX,0,0,0,0,0,0,0,0,0,0,0
8447,Physical Medicine and Rehabilitation,FL,59,588,770,51,231,175,751,698,265,290,135
8448,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8449,Family Practice,MA,0,28,63,0,40,24,22,59,11,20,21
8450,Orthopedic Surgery,HI,0,0,53,0,0,12,0,125,0,0,29
8451,Internal Medicine,IL,0,0,77,13,0,32,0,13,0,14,0
8452,Nurse Practitioner,WA,0,0,0,0,0,0,0,0,0,0,0
8453,Physical Medicine and Rehabilitation,PA,0,0,13,0,0,17,0,0,0,0,0
8454,Internal Medicine,TX,0,0,12,0,0,13,0,0,0,0,0
8455,Family Practice,AK,0,0,0,0,0,0,0,0,0,0,0
8456,Podiatry,DC,0,0,0,14,0,0,0,0,0,0,0
8457,Physician Assistant,AR,0,0,14,0,0,18,0,0,0,0,0
8458,Physician Assistant,NE,0,0,0,0,0,0,0,0,0,0,0
8459,Gastroenterology,CA,0,0,0,0,0,0,0,0,0,0,0
8460,Family Practice,WA,12,0,136,28,0,33,37,28,11,30,0
8461,Nurse Practitioner,ID,0,0,0,0,0,0,0,0,0,0,0
8462,Family Practice,CA,0,0,13,0,0,0,0,0,0,0,0
8463,Urology,NY,0,0,0,0,0,0,0,0,0,0,0
8464,Internal Medicine,MA,0,17,0,0,0,18,0,29,0,0,0
8465,Dermatology,NM,0,0,0,0,0,0,0,0,0,0,0
8466,Obstetrics/Gynecology,FL,0,0,0,0,0,0,0,0,0,0,0
8467,Psychiatry,FL,0,0,0,0,0,0,0,0,0,0,0
8468,Internal Medicine,FL,0,0,0,0,0,22,0,0,0,0,0
8469,Family Practice,OH,0,56,74,0,0,91,13,0,0,0,0
8470,Internal Medicine,NY,0,89,19,19,22,46,0,0,0,0,0
8471,Nurse Practitioner,MD,41,291,165,0,27,85,156,332,0,63,50
8472,Optometry,MD,0,0,0,0,0,0,0,0,0,0,0
8473,Family Practice,NY,0,30,12,16,0,26,0,0,0,0,0
8474,Family Practice,MI,0,17,159,0,13,17,43,0,0,0,0
8475,Otolaryngology,MI,0,0,0,0,0,0,0,0,0,0,0
8476,Family Practice,GA,0,0,0,0,0,0,0,0,0,0,0
8477,Family Practice,MI,0,0,124,0,0,72,11,0,0,0,0
8478,Podiatry,MO,0,0,0,0,0,0,0,0,0,0,0
8479,Neurology,OH,0,0,30,0,0,21,0,0,0,0,0
8480,Emergency Medicine,KY,0,71,63,0,0,0,0,0,0,0,0
8481,Orthopedic Surgery,FL,0,0,29,0,0,14,0,0,0,0,0
8482,Physician Assistant,MI,0,0,34,0,0,0,0,0,0,0,0
8483,Psychiatry,NY,0,0,0,0,0,0,0,0,0,0,0
8484,Ophthalmology,KY,0,0,0,0,0,0,0,0,0,0,0
8485,Dentist,GA,0,0,0,0,0,0,0,0,0,0,0
8486,Family Practice,MO,0,25,39,0,0,126,0,17,0,0,0
8487,Family Practice,CA,13,52,356,19,56,36,42,0,0,0,0
8488,Psychiatry,VT,0,0,0,0,0,0,0,0,0,0,0
8489,Neurology,MI,0,0,0,0,0,0,0,0,0,0,0
8490,Internal Medicine,CA,0,0,43,0,0,24,0,0,0,0,0
8491,Family Practice,IN,0,0,0,0,0,14,16,12,0,0,0
8492,Internal Medicine,NY,0,0,24,0,0,0,0,0,0,0,0
8493,Dentist,TX,0,0,0,39,0,0,0,0,0,0,0
8494,Internal Medicine,IN,0,0,11,19,0,0,0,0,0,0,0
8495,Nephrology,MS,0,0,23,0,0,22,0,0,0,0,0
8496,Pediatric Medicine,CA,0,0,0,0,0,0,0,0,0,0,0
8497,Internal Medicine,KY,0,14,117,98,64,103,0,33,0,0,0
8498,Dentist,AR,0,0,11,0,0,0,0,0,0,0,0
8499,Psychiatry,PA,0,0,0,0,0,0,0,0,0,0,0
8500,Dentist,OR,0,0,15,0,0,0,0,0,0,0,0
8501,Dentist,MD,0,0,0,0,0,0,0,0,0,0,0
8502,Internal Medicine,OR,0,0,15,0,0,0,0,0,0,0,0
8503,Family Practice,OK,0,0,177,0,81,146,0,0,0,15,0
8504,Dentist,TN,0,0,0,0,0,0,0,0,0,0,0
8505,Internal Medicine,OK,0,0,0,0,0,0,0,0,0,0,0
8506,Psychiatry,GA,0,0,0,0,0,0,0,0,0,0,0
8507,Dentist,VA,0,0,0,0,0,0,0,0,0,0,0
8508,Ophthalmology,MA,0,0,0,0,0,0,0,0,0,0,0
8509,Pulmonary Disease,CO,11,0,0,0,0,0,0,0,0,0,0
8510,Pediatric Medicine,TX,12,0,80,0,0,11,0,0,0,0,0
8511,Dentist,UT,0,0,0,0,0,0,0,0,0,0,0
8512,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
8513,Pulmonary Disease,NJ,0,12,0,0,0,0,0,0,0,0,0
8514,Internal Medicine,WI,0,15,74,0,0,90,0,0,0,0,0
8515,Urology,RI,0,0,20,0,0,0,0,0,0,0,0
8516,General Surgery,TX,0,0,11,0,0,0,0,0,0,0,0
8517,Psychiatry,FL,0,0,0,0,0,0,0,0,0,0,0
8518,Family Practice,IL,0,0,30,0,0,50,0,0,0,0,0
8519,Nurse Practitioner,MA,0,0,0,0,0,0,0,0,0,0,0
8520,Internal Medicine,NC,0,38,79,0,32,37,0,52,0,0,0
8521,Dentist,AR,0,0,23,0,0,0,0,0,0,0,0
8522,Pulmonary Disease,WA,0,0,0,0,0,0,0,0,0,0,0
8523,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8524,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
8525,Ophthalmology,MD,0,0,0,0,0,0,0,0,0,0,0
8526,Physical Medicine and Rehabilitation,MD,24,46,45,0,0,24,81,91,0,44,22
8527,Internal Medicine,MD,0,0,0,0,0,0,0,0,0,0,0
8528,Dentist,NY,0,0,18,13,0,0,0,0,0,0,0
8529,Internal Medicine,TN,0,15,34,0,0,0,0,16,0,0,0
8530,Psychiatry,VA,0,0,0,0,0,0,0,0,0,0,0
8531,Emergency Medicine,AR,0,0,62,0,0,13,0,0,0,0,0
8532,Internal Medicine,CA,0,17,37,0,0,0,0,0,0,0,0
8533,Emergency Medicine,CT,0,12,0,16,0,0,0,0,0,0,0
8534,Family Practice,VA,0,0,0,0,0,0,0,0,0,0,0
8535,Pulmonary Disease,MA,0,0,0,0,0,0,0,13,0,0,0
8536,Nurse Practitioner,FL,0,0,0,0,0,14,0,0,0,0,0
8537,Dentist,NE,0,0,0,0,0,28,0,0,0,0,0
8538,Dermatology,NY,0,0,0,0,0,0,0,0,0,0,0
8539,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
8540,Orthopedic Surgery,FL,0,0,0,0,0,0,0,0,0,0,0
8541,Dentist,AZ,0,0,0,0,0,0,0,0,0,0,0
8542,Orthopedic Surgery,OH,0,122,58,0,0,115,0,0,0,0,0
8543,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8544,Neurology,VA,0,0,0,0,0,0,0,0,0,0,0
8545,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
8546,Dentist,ND,0,0,0,0,0,0,0,0,0,0,0
8547,Family Practice,FL,12,18,32,0,21,0,37,19,0,26,0
8548,Orthopedic Surgery,KY,0,127,65,0,0,15,0,0,0,0,0
8549,Psychiatry,CA,0,0,0,0,0,0,0,0,0,0,0
8550,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
8551,Nurse Practitioner,OH,0,0,0,0,0,0,0,0,0,0,0
8552,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
8553,Physical Medicine and Rehabilitation,CA,0,0,0,0,0,0,0,0,0,0,0
8554,Pulmonary Disease,PA,0,0,0,0,0,0,0,0,0,0,0
8555,Dentist,GA,0,0,20,0,0,0,0,0,0,0,0
8556,Physician Assistant,PA,0,0,0,0,0,0,0,0,0,0,0
8557,Physician Assistant,DE,0,0,0,0,0,0,0,0,0,0,0
8558,Psychiatry & Neurology,CT,0,0,0,0,0,0,0,0,0,0,0
8559,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
8560,Family Practice,NY,0,0,12,0,0,0,0,0,0,0,0
8561,Nephrology,MI,0,0,0,0,0,0,0,0,0,0,0
8562,Student in an Organized Health Care Education/Training Program,LA,0,0,0,0,0,0,0,0,0,0,0
8563,Student in an Organized Health Care Education/Training Program,MA,0,0,0,0,0,25,0,0,0,0,0
8564,Family Practice,SC,0,0,90,0,0,0,0,0,0,0,0
8565,Ophthalmology,TX,0,0,0,0,0,0,0,0,0,0,0
8566,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
8567,Internal Medicine,FL,0,58,25,0,0,86,0,0,0,0,0
8568,Physician Assistant,NY,0,0,0,0,0,14,0,0,0,0,0
8569,Physician Assistant,FL,0,0,0,0,0,0,0,0,0,0,0
8570,Physician Assistant,NV,0,17,72,0,0,18,0,28,0,0,0
8571,Podiatry,OH,0,0,14,0,0,0,0,0,0,0,0
8572,Internal Medicine,AZ,0,0,0,0,0,0,0,0,0,0,0
8573,Internal Medicine,PA,0,0,0,0,0,0,0,0,0,0,0
8574,Nurse Practitioner,CA,0,0,0,0,0,11,0,0,0,0,0
8575,Physician Assistant,TX,0,0,0,0,0,57,0,0,0,0,0
8576,Nurse Practitioner,TX,0,0,33,0,0,34,0,0,0,0,0
8577,Physician Assistant,GA,0,0,0,0,0,0,0,0,0,0,0
8578,Anesthesiology,MA,16,0,0,0,0,0,0,16,0,0,0
8579,Dentist,PR,0,0,0,0,0,0,0,0,0,0,0
8580,Psychiatry & Neurology,NM,0,0,0,0,0,0,0,0,0,0,0
8581,Nurse Practitioner,SC,0,103,48,56,28,74,0,98,16,0,14
8582,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
8583,Physician Assistant,OR,0,12,52,0,0,0,0,0,0,0,0
8584,Nurse Practitioner,KS,0,0,12,0,0,0,0,0,0,0,0
8585,Nurse Practitioner,OH,0,11,0,0,0,0,14,57,0,12,0
8586,Student in an Organized Health Care Education/Training Program,WV,0,0,0,0,0,0,0,0,0,0,0
8587,Nurse Practitioner,MS,0,0,0,0,0,0,0,0,0,0,0
8588,Nurse Practitioner,MI,0,0,16,0,0,0,0,0,0,0,0
8589,Dentist,OK,0,0,15,0,0,0,0,0,0,0,0
8590,Nurse Practitioner,IL,0,12,114,0,0,58,0,0,0,0,0
8591,Dentist,CT,0,0,0,0,0,0,0,0,0,0,0
8592,Physical Medicine and Rehabilitation,PA,0,0,0,0,0,0,0,0,0,0,0
8593,Physician Assistant,ID,0,0,0,0,0,0,0,0,0,0,0
8594,Student in an Organized Health Care Education/Training Program,NY,0,0,0,0,0,0,0,0,0,0,0
8595,Family Practice,FL,0,0,18,0,0,11,0,0,0,0,0
8596,Internal Medicine,PA,0,0,0,0,0,13,0,0,0,0,0
8597,Urology,MI,0,0,11,0,0,0,0,0,0,0,0
8598,Dentist,CT,0,0,0,14,0,0,0,0,0,0,0
8599,Student in an Organized Health Care Education/Training Program,IA,0,0,34,0,0,0,0,0,0,0,0
8600,Cardiology,SC,0,0,0,0,0,0,0,0,0,0,0
8601,Physician Assistant,SC,0,0,35,0,0,0,0,0,0,0,0
